state,fuffer,fuffed,year,polity2,democracy,anocracy,autocracy,govtType,durable,irst,milex,milper,energy,tpop,upop,cinc,c_total,polright,civillib,freedom,population,majpower
Greece,0,1,1987,10,1,0,0,Democracy,12,908,2130000,199,32378,10001,2183,0,9,2,2,2,10001000,0
Greece,0,0,1981,8,1,0,0,Democracy,6,909,2512489,188,28617,9729,2092,0,9,2,2,2,9729000,0
Greece,0,0,1989,10,1,0,0,Democracy,14,960,3170000,201,32819,10090,2209,0,9,2,2,2,10090000,0
Guatemala,1,0,2000,8,1,0,0,Democracy,4,147,155000,31,4245,11385,1041,0,6,3,4,3.5,11385300,0
Guatemala,0,0,2000,8,1,0,0,Democracy,4,147,155000,31,4245,11385,1041,0,6,3,4,3.5,11385300,0
Guatemala,0,0,1997,8,1,0,0,Democracy,1,60,182000,30,3447,10517,1022,0,6,3,4,3.5,10517000,0
Guatemala,0,0,1993,3,0,1,0,Anocracy,7,18,113000,44,6414,10030,1054,0,6,4,5,4.5,9462610,0
Guatemala,0,0,1995,3,0,1,0,Anocracy,9,33,150000,36,6812,9976,1038,0,6,4,5,4.5,9976000,0
Guatemala,1,0,1982,-7,0,0,1,Autocracy,8,0,165114,30,4625,7315,785,0,6,6,6,6,7172060,0
Guatemala,1,0,1984,-6,0,0,1,Autocracy,0,0,181288,40,4717,7740,846,0,6,6,6,6,7544610,0
Guinea,1,0,2001,-1,0,1,0,Anocracy,6,0,45000,10,537,7429,912,0,6,6,5,5.5,7579660,0
Guinea,1,0,2000,-1,0,1,0,Anocracy,5,0,46000,10,538,7430,884,0,6,6,5,5.5,7415000,0
Guinea,0,0,1997,-1,0,1,0,Anocracy,2,0,51000,12,540,7614,797,0,6,6,5,5.5,6921560,0
Guinea,1,0,1996,-1,0,1,0,Anocracy,1,0,58000,12,1565,7518,769,0,6,6,5,5.5,6756600,0
Guinea,0,0,1999,-1,0,1,0,Anocracy,4,0,60000,12,539,7360,857,0,6,6,5,5.5,7250520,0
Guinea-Bissau,0,1,1990,-8,0,0,1,Autocracy,16,0,4430,12,141,964,129,0,2,6,6,6,946000,0
Guyana,0,0,1999,6,1,0,0,Democracy,7,0,7000,2,784,855,118,0,8,2,2,2,756340,0
Guyana,0,0,2000,6,1,0,0,Democracy,8,0,7000,2,790,861,120,0,8,2,2,2,761000,0
Guyana,0,0,2000,6,1,0,0,Democracy,8,0,7000,2,790,861,120,0,8,2,2,2,761000,0
Guyana,0,0,1981,-7,0,0,1,Autocracy,1,0,22000,7,280,766,0,0,8,4,4,4,762490,0
Guyana,0,1,1982,-7,0,0,1,Autocracy,2,0,23000,7,268,774,0,0,8,5,4,4.5,762310,0
Haiti,0,0,1987,-8,0,1,0,Anocracy,0,0,42000,8,1797,6113,774,0,5,5,4,4.5,6093380,0
Haiti,0,1,1993,-7,0,0,1,Autocracy,2,0,45180,8,1984,6903,1240,0,5,7,7,7,6860560,0
Honduras,0,0,1993,6,1,0,0,Democracy,11,8,44000,17,2015,5595,1399,0,7,2,3,2.5,5320820,0
Honduras,0,1,1991,6,1,0,0,Democracy,9,8,61000,17,2445,5265,1279,0,7,2,3,2.5,5021050,0
Honduras,0,1,1986,5,0,1,0,Anocracy,4,0,67500,20,2096,4514,1099,0,7,2,3,2.5,4314670,0
Honduras,0,0,1985,5,0,1,0,Anocracy,3,0,71580,21,2083,4372,1023,0,7,2,3,2.5,4183000,0
Honduras,1,0,1999,7,1,0,0,Democracy,17,8,95000,8,2377,6316,1858,0,7,2,3,2.5,6252630,0
Honduras,0,0,1988,5,0,1,0,Anocracy,6,0,124000,19,2382,4802,1410,0,7,2,3,2.5,4586650,0
Honduras,0,1,1989,6,1,0,0,Democracy,7,0,138000,19,2458,4951,1203,0,7,2,3,2.5,4726920,0
Honduras,0,1,1989,6,1,0,0,Democracy,7,0,138000,19,2458,4951,1203,0,7,2,3,2.5,4726920,0
Honduras,0,0,1995,6,1,0,0,Democracy,13,8,54000,17,2139,5953,1545,0,7,3,3,3,5625000,0
Honduras,0,1,1995,6,1,0,0,Democracy,13,8,54000,17,2139,5953,1545,0,7,3,3,3,5625000,0
Honduras,0,1,2000,7,1,0,0,Democracy,18,8,95000,8,2378,6485,1932,0,7,3,3,3,6417000,0
Honduras,0,0,2001,7,1,0,0,Democracy,19,8,96000,8,2379,6486,2008,0,7,3,3,3,6584730,0
Honduras,0,0,2001,7,1,0,0,Democracy,19,8,96000,8,2379,6486,2008,0,7,3,3,3,6584730,0
Honduras,0,1,1997,6,1,0,0,Democracy,15,8,101000,10,1920,6338,1694,0,7,3,3,3,5935100,0
Honduras,0,0,1981,4,0,1,0,Anocracy,0,0,45000,17,1806,3821,720,0,7,4,3,3.5,3685760,0
Hungary,0,0,1995,10,1,0,0,Democracy,5,1861,613000,60,32953,10229,3094,0,7,1,2,1.5,10229000,0
Hungary,0,0,1995,10,1,0,0,Democracy,5,1861,613000,60,32953,10229,3094,0,7,1,2,1.5,10229000,0
Hungary,0,0,1999,10,1,0,0,Democracy,9,1813,768000,51,35637,10076,2970,0,7,1,2,1.5,10068000,0
Hungary,0,0,1994,10,1,0,0,Democracy,4,1938,770000,60,29932,10261,3162,0,7,1,2,1.5,10261000,0
Hungary,0,0,2000,10,1,0,0,Democracy,10,1871,805000,44,35647,10036,2968,0,7,1,2,1.5,10122000,0
Hungary,0,0,2000,10,1,0,0,Democracy,10,1871,805000,44,35647,10036,2968,0,7,1,2,1.5,10122000,0
Hungary,0,0,1991,10,1,0,0,Democracy,1,1900,1240000,87,33142,10346,3230,0,6,2,2,2,10346000,0
Iceland,0,0,1998,10,1,0,0,Democracy,80,50,0,0,2439,276,108,0,2,1,1,1,274000,0
Iceland,0,0,2000,10,1,0,0,Democracy,82,50,0,0,2966,281,110,0,2,1,1,1,280000,0
Iceland,0,0,2000,10,1,0,0,Democracy,82,50,0,0,2966,281,110,0,2,1,1,1,280000,0
India,1,0,1980,8,1,0,0,Democracy,30,9428,4560701,1104,205295,673388,70792,0.05,11,2,2,2,687331968,0
India,0,1,1981,8,1,0,0,Democracy,31,10697,5022113,1104,221438,688320,71405,0.05,11,2,3,2.5,702821248,0
India,1,0,1981,8,1,0,0,Democracy,31,10697,5022113,1104,221438,688320,71405,0.05,11,2,3,2.5,702821248,0
India,0,0,1982,8,1,0,0,Democracy,32,10920,5278087,1120,237276,703572,82455,0.05,11,2,3,2.5,718425600,0
India,0,0,1983,8,1,0,0,Democracy,33,10139,5682888,1104,253023,719091,86256,0.05,11,2,3,2.5,734071936,0
India,0,0,1983,8,1,0,0,Democracy,33,10139,5682888,1104,253023,719091,86256,0.05,11,2,3,2.5,734071936,0
India,0,1,1985,8,1,0,0,Democracy,35,11187,6330000,1260,279761,750911,93984,0.06,11,2,3,2.5,765147008,0
India,1,0,1985,8,1,0,0,Democracy,35,11187,6330000,1260,279761,750911,93984,0.06,11,2,3,2.5,765147008,0
India,0,1,1984,8,1,0,0,Democracy,34,10348,6907034,1120,257017,734872,89909,0.05,11,2,3,2.5,749676928,0
India,0,1,1984,8,1,0,0,Democracy,34,10348,6907034,1120,257017,734872,89909,0.05,11,2,3,2.5,749676928,0
India,0,1,1984,8,1,0,0,Democracy,34,10348,6907034,1120,257017,734872,89909,0.05,11,2,3,2.5,749676928,0
India,0,1,1984,8,1,0,0,Democracy,34,10348,6907034,1120,257017,734872,89909,0.05,11,2,3,2.5,749676928,0
India,1,0,1986,8,1,0,0,Democracy,36,11058,7970000,1260,299279,767199,98599,0.06,11,2,3,2.5,781892992,0
India,1,0,1986,8,1,0,0,Democracy,36,11058,7970000,1260,299279,767199,98599,0.06,11,2,3,2.5,781892992,0
India,0,0,1991,8,1,0,0,Democracy,41,17577,8070000,1260,388181,851661,121673,0.06,11,2,3,2.5,866529984,0
India,0,0,1989,8,1,0,0,Democracy,39,15522,8940000,1260,358080,817488,112444,0.06,11,2,3,2.5,832534976,0
India,1,0,1987,8,1,0,0,Democracy,37,12262,9650000,1260,317425,783730,103214,0.06,11,2,3,2.5,798680000,0
India,0,0,1987,8,1,0,0,Democracy,37,12262,9650000,1260,317425,783730,103214,0.06,11,2,3,2.5,798680000,0
India,0,1,1987,8,1,0,0,Democracy,37,12262,9650000,1260,317425,783730,103214,0.06,11,2,3,2.5,798680000,0
India,1,0,1990,8,1,0,0,Democracy,40,16479,10100000,1260,371072,834697,117059,0.06,11,2,3,2.5,849515008,0
India,1,0,1999,9,1,0,0,Democracy,49,24296,13895000,1300,422575,998056,148158,0.07,11,2,3,2.5,999016000,0
India,0,1,2001,9,1,0,0,Democracy,51,27291,14167000,1263,422391,1013865,155021,0.07,11,2,3,2.5,1032354624,0
India,0,0,2001,9,1,0,0,Democracy,51,27291,14167000,1263,422391,1013865,155021,0.07,11,2,3,2.5,1032354624,0
India,0,1,1992,8,1,0,0,Democracy,42,18723,6700000,1260,411039,867818,124410,0.06,11,3,4,3.5,882820992,0
India,0,1,1993,8,1,0,0,Democracy,43,18616,7000000,1260,421368,883910,127732,0.06,11,3,4,3.5,899329024,0
India,0,1,1996,9,1,0,0,Democracy,46,23753,12079000,1260,497925,939540,137700,0.07,11,4,4,4,948758848,0
India,0,0,1996,9,1,0,0,Democracy,46,23753,12079000,1260,497925,939540,137700,0.07,11,4,4,4,948758848,0
Indonesia,1,0,2001,7,1,0,0,Democracy,2,2780,860000,297,113910,212149,59442,0.02,11,3,4,3.5,208981088,0
Indonesia,1,0,1988,-7,0,0,1,Autocracy,21,2050,1402000,284,124612,175589,22827,0.01,9,5,6,5.5,171994064,0
Indonesia,1,0,1990,-7,0,0,1,Autocracy,23,2892,1450000,283,191704,179483,23309,0.01,9,5,5,5,178232000,0
Indonesia,0,0,1980,-7,0,0,1,Autocracy,13,360,2073746,250,101255,147490,19910,0.01,9,5,5,5,148303008,0
Indonesia,1,0,1984,-7,0,0,1,Autocracy,17,1000,2419876,281,117676,161580,23456,0.01,9,5,5,5,160075456,0
Indonesia,1,0,1982,-7,0,0,1,Autocracy,15,500,2870010,280,103948,154662,21533,0.01,9,5,5,5,154244608,0
Indonesia,0,0,1999,7,1,0,0,Democracy,0,2891,1502000,296,114298,209255,55393,0.02,11,6,4,5,203568336,0
Indonesia,1,0,1992,-7,0,0,1,Autocracy,25,3171,1800000,283,194920,184491,24852,0.01,10,6,5,5.5,184322304,0
Indonesia,0,0,1996,-7,0,0,1,Autocracy,29,4109,4797000,280,237376,196813,37435,0.02,11,7,6,6.5,195457136,0
Iran,0,0,1981,-4,0,1,0,Anocracy,0,470,2500000,260,63493,40826,14583,0.01,11,5,5,5,40539888,0
Iran,1,0,1981,-4,0,1,0,Anocracy,0,470,2500000,260,63493,40826,14583,0.01,11,5,5,5,40539888,0
Iran,1,0,1981,-4,0,1,0,Anocracy,0,470,2500000,260,63493,40826,14583,0.01,11,5,5,5,40539888,0
Iran,0,0,1980,-2,0,1,0,Anocracy,0,565,3386907,305,80518,39291,13588,0.01,11,5,6,5.5,39124000,0
Iran,1,0,1980,-2,0,1,0,Anocracy,0,565,3386907,305,80518,39291,13588,0.01,11,5,6,5.5,39124000,0
Iran,1,0,1980,-2,0,1,0,Anocracy,0,565,3386907,305,80518,39291,13588,0.01,11,5,6,5.5,39124000,0
Iran,1,0,1986,-6,0,0,1,Autocracy,4,741,5900000,345,89258,49445,17979,0.01,11,5,6,5.5,48819472,0
Iran,1,0,1986,-6,0,0,1,Autocracy,4,741,5900000,345,89258,49445,17979,0.01,11,5,6,5.5,48819472,0
Iran,1,0,1986,-6,0,0,1,Autocracy,4,741,5900000,345,89258,49445,17979,0.01,11,5,6,5.5,48819472,0
Iran,0,0,1986,-6,0,0,1,Autocracy,4,741,5900000,345,89258,49445,17979,0.01,11,5,6,5.5,48819472,0
Iran,0,0,1986,-6,0,0,1,Autocracy,4,741,5900000,345,89258,49445,17979,0.01,11,5,6,5.5,48819472,0
Iran,1,0,1986,-6,0,0,1,Autocracy,4,741,5900000,345,89258,49445,17979,0.01,11,5,6,5.5,48819472,0
Iran,1,0,1986,-6,0,0,1,Autocracy,4,741,5900000,345,89258,49445,17979,0.01,11,5,6,5.5,48819472,0
Iran,1,0,1986,-6,0,0,1,Autocracy,4,741,5900000,345,89258,49445,17979,0.01,11,5,6,5.5,48819472,0
Iran,1,0,1986,-6,0,0,1,Autocracy,4,741,5900000,345,89258,49445,17979,0.01,11,5,6,5.5,48819472,0
Iran,1,0,1989,-6,0,0,1,Autocracy,7,1081,8600000,604,113258,53187,19730,0.01,11,5,6,5.5,53227960,0
Iran,0,0,1989,-6,0,0,1,Autocracy,7,1081,8600000,604,113258,53187,19730,0.01,11,5,6,5.5,53227960,0
Iran,0,1,1989,-6,0,0,1,Autocracy,7,1081,8600000,604,113258,53187,19730,0.01,11,5,6,5.5,53227960,0
Iran,1,0,1987,-6,0,0,1,Autocracy,5,783,8960000,350,94396,50662,18595,0.01,11,5,6,5.5,50423952,0
Iran,1,0,1987,-6,0,0,1,Autocracy,5,783,8960000,350,94396,50662,18595,0.01,11,5,6,5.5,50423952,0
Iran,1,0,1987,-6,0,0,1,Autocracy,5,783,8960000,350,94396,50662,18595,0.01,11,5,6,5.5,50423952,0
Iran,1,0,1987,-6,0,0,1,Autocracy,5,783,8960000,350,94396,50662,18595,0.01,11,5,6,5.5,50423952,0
Iran,1,0,1987,-6,0,0,1,Autocracy,5,783,8960000,350,94396,50662,18595,0.01,11,5,6,5.5,50423952,0
Iran,1,0,1987,-6,0,0,1,Autocracy,5,783,8960000,350,94396,50662,18595,0.01,11,5,6,5.5,50423952,0
Iran,1,0,1987,-6,0,0,1,Autocracy,5,783,8960000,350,94396,50662,18595,0.01,11,5,6,5.5,50423952,0
Iran,1,0,1987,-6,0,0,1,Autocracy,5,783,8960000,350,94396,50662,18595,0.01,11,5,6,5.5,50423952,0
Iran,1,0,1987,-6,0,0,1,Autocracy,5,783,8960000,350,94396,50662,18595,0.01,11,5,6,5.5,50423952,0
Iran,1,0,1987,-6,0,0,1,Autocracy,5,783,8960000,350,94396,50662,18595,0.01,11,5,6,5.5,50423952,0
Iran,1,0,1987,-6,0,0,1,Autocracy,5,783,8960000,350,94396,50662,18595,0.01,11,5,6,5.5,50423952,0
Iran,1,0,1987,-6,0,0,1,Autocracy,5,783,8960000,350,94396,50662,18595,0.01,11,5,6,5.5,50423952,0
Iran,1,0,1987,-6,0,0,1,Autocracy,5,783,8960000,350,94396,50662,18595,0.01,11,5,6,5.5,50423952,0
Iran,1,0,1987,-6,0,0,1,Autocracy,5,783,8960000,350,94396,50662,18595,0.01,11,5,6,5.5,50423952,0
Iran,1,0,1987,-6,0,0,1,Autocracy,5,783,8960000,350,94396,50662,18595,0.01,11,5,6,5.5,50423952,0
Iran,1,0,1987,-6,0,0,1,Autocracy,5,783,8960000,350,94396,50662,18595,0.01,11,5,6,5.5,50423952,0
Iran,1,0,1987,-6,0,0,1,Autocracy,5,783,8960000,350,94396,50662,18595,0.01,11,5,6,5.5,50423952,0
Iran,1,0,1987,-6,0,0,1,Autocracy,5,783,8960000,350,94396,50662,18595,0.01,11,5,6,5.5,50423952,0
Iran,1,0,1987,-6,0,0,1,Autocracy,5,783,8960000,350,94396,50662,18595,0.01,11,5,6,5.5,50423952,0
Iran,1,0,1987,-6,0,0,1,Autocracy,5,783,8960000,350,94396,50662,18595,0.01,11,5,6,5.5,50423952,0
Iran,1,0,1987,-6,0,0,1,Autocracy,5,783,8960000,350,94396,50662,18595,0.01,11,5,6,5.5,50423952,0
Iran,1,0,1987,-6,0,0,1,Autocracy,5,783,8960000,350,94396,50662,18595,0.01,11,5,6,5.5,50423952,0
Iran,1,0,1987,-6,0,0,1,Autocracy,5,783,8960000,350,94396,50662,18595,0.01,11,5,6,5.5,50423952,0
Iran,1,0,1987,-6,0,0,1,Autocracy,5,783,8960000,350,94396,50662,18595,0.01,11,5,6,5.5,50423952,0
Iran,1,0,1987,-6,0,0,1,Autocracy,5,783,8960000,350,94396,50662,18595,0.01,11,5,6,5.5,50423952,0
Iran,0,0,1987,-6,0,0,1,Autocracy,5,783,8960000,350,94396,50662,18595,0.01,11,5,6,5.5,50423952,0
Iran,1,0,1988,-6,0,0,1,Autocracy,6,883,9900000,654,102185,51909,19118,0.01,11,5,6,5.5,51898220,0
Iran,1,0,1988,-6,0,0,1,Autocracy,6,883,9900000,654,102185,51909,19118,0.01,11,5,6,5.5,51898220,0
Iran,1,0,1988,-6,0,0,1,Autocracy,6,883,9900000,654,102185,51909,19118,0.01,11,5,6,5.5,51898220,0
Iran,0,0,1988,-6,0,0,1,Autocracy,6,883,9900000,654,102185,51909,19118,0.01,11,5,6,5.5,51898220,0
Iran,1,0,1988,-6,0,0,1,Autocracy,6,883,9900000,654,102185,51909,19118,0.01,11,5,6,5.5,51898220,0
Iran,1,0,1988,-6,0,0,1,Autocracy,6,883,9900000,654,102185,51909,19118,0.01,11,5,6,5.5,51898220,0
Iran,1,0,1988,-6,0,0,1,Autocracy,6,883,9900000,654,102185,51909,19118,0.01,11,5,6,5.5,51898220,0
Iran,1,0,1988,-6,0,0,1,Autocracy,6,883,9900000,654,102185,51909,19118,0.01,11,5,6,5.5,51898220,0
Iran,1,0,1985,-6,0,0,1,Autocracy,3,764,14091000,345,98535,47820,17788,0.01,11,5,6,5.5,47100000,0
Iran,0,0,1985,-6,0,0,1,Autocracy,3,764,14091000,345,98535,47820,17788,0.01,11,5,6,5.5,47100000,0
Iran,1,0,1985,-6,0,0,1,Autocracy,3,764,14091000,345,98535,47820,17788,0.01,11,5,6,5.5,47100000,0
Iran,0,0,1985,-6,0,0,1,Autocracy,3,764,14091000,345,98535,47820,17788,0.01,11,5,6,5.5,47100000,0
Iran,1,0,1985,-6,0,0,1,Autocracy,3,764,14091000,345,98535,47820,17788,0.01,11,5,6,5.5,47100000,0
Iran,1,0,1985,-6,0,0,1,Autocracy,3,764,14091000,345,98535,47820,17788,0.01,11,5,6,5.5,47100000,0
Iran,1,0,1985,-6,0,0,1,Autocracy,3,764,14091000,345,98535,47820,17788,0.01,11,5,6,5.5,47100000,0
Iran,1,0,1985,-6,0,0,1,Autocracy,3,764,14091000,345,98535,47820,17788,0.01,11,5,6,5.5,47100000,0
Iran,1,0,1985,-6,0,0,1,Autocracy,3,764,14091000,345,98535,47820,17788,0.01,11,5,6,5.5,47100000,0
Iran,1,0,1985,-6,0,0,1,Autocracy,3,764,14091000,345,98535,47820,17788,0.01,11,5,6,5.5,47100000,0
Iran,1,0,1985,-6,0,0,1,Autocracy,3,764,14091000,345,98535,47820,17788,0.01,11,5,6,5.5,47100000,0
Iran,0,0,1993,-6,0,0,1,Autocracy,11,3672,1516000,528,154366,58481,22080,0.01,14,6,6,6,57088352,0
Iran,0,0,1993,-6,0,0,1,Autocracy,11,3672,1516000,528,154366,58481,22080,0.01,14,6,6,6,57088352,0
Iran,1,0,1993,-6,0,0,1,Autocracy,11,3672,1516000,528,154366,58481,22080,0.01,14,6,6,6,57088352,0
Iran,1,0,1992,-6,0,0,1,Autocracy,10,2917,2300000,528,151240,57153,20733,0.01,14,6,5,5.5,56177792,0
Iran,0,0,1992,-6,0,0,1,Autocracy,10,2917,2300000,528,151240,57153,20733,0.01,14,6,5,5.5,56177792,0
Iran,0,1,1994,-6,0,0,1,Autocracy,12,4498,2340000,528,185306,59778,23514,0.01,14,6,7,6.5,58013680,0
Iran,1,0,1994,-6,0,0,1,Autocracy,12,4498,2340000,528,185306,59778,23514,0.01,14,6,7,6.5,58013680,0
Iran,0,0,1995,-6,0,0,1,Autocracy,13,4696,3000000,530,184200,68365,24327,0.01,14,6,7,6.5,58954000,0
Iran,1,0,1996,-6,0,0,1,Autocracy,14,5415,3442000,540,194313,61128,25169,0.01,14,6,7,6.5,59879340,0
Iran,0,1,1996,-6,0,0,1,Autocracy,14,5415,3442000,540,194313,61128,25169,0.01,14,6,7,6.5,59879340,0
Iran,0,0,1997,3,0,1,0,Anocracy,0,6322,4695000,575,137963,60694,25901,0.01,14,6,7,6.5,60875000,0
Iran,1,0,1997,3,0,1,0,Anocracy,0,6322,4695000,575,137963,60694,25901,0.01,14,6,7,6.5,60875000,0
Iran,0,0,1997,3,0,1,0,Anocracy,0,6322,4695000,575,137963,60694,25901,0.01,14,6,7,6.5,60875000,0
Iran,0,0,2001,3,0,1,0,Anocracy,4,6916,4698000,513,141967,67727,28786,0.01,14,6,6,6,64530000,0
Iran,0,0,2001,3,0,1,0,Anocracy,4,6916,4698000,513,141967,67727,28786,0.01,14,6,6,6,64530000,0
Iran,1,0,1999,3,0,1,0,Anocracy,2,6070,5711000,460,142639,66796,27431,0.01,14,6,6,6,62764000,0
Iran,0,1,1999,3,0,1,0,Anocracy,2,6070,5711000,460,142639,66796,27431,0.01,14,6,6,6,62764000,0
Iran,1,0,1999,3,0,1,0,Anocracy,2,6070,5711000,460,142639,66796,27431,0.01,14,6,6,6,62764000,0
Iran,0,0,1991,-6,0,0,1,Autocracy,9,2203,5800000,465,143658,55837,20297,0.01,15,6,5,5.5,55281752,0
Iran,0,1,1998,3,0,1,0,Anocracy,1,5602,5879000,460,142976,65758,26655,0.01,14,6,7,6.5,61850000,0
Iran,0,0,1983,-6,0,0,1,Autocracy,1,703,14903087,240,83064,44077,16403,0.01,11,6,6,6,43596620,0
Iran,0,0,1983,-6,0,0,1,Autocracy,1,703,14903087,240,83064,44077,16403,0.01,11,6,6,6,43596620,0
Iran,0,1,1983,-6,0,0,1,Autocracy,1,703,14903087,240,83064,44077,16403,0.01,11,6,6,6,43596620,0
Iran,0,1,1982,-6,0,0,1,Autocracy,0,672,15550982,240,76246,42420,15651,0.01,11,6,6,6,42023420,0
Iran,0,0,1982,-6,0,0,1,Autocracy,0,672,15550982,240,76246,42420,15651,0.01,11,6,6,6,42023420,0
Iran,1,0,1984,-6,0,0,1,Autocracy,2,784,20162342,335,93005,45798,17596,0.01,11,6,6,6,45281472,0
Iran,1,0,1984,-6,0,0,1,Autocracy,2,784,20162342,335,93005,45798,17596,0.01,11,6,6,6,45281472,0
Iran,1,0,1984,-6,0,0,1,Autocracy,2,784,20162342,335,93005,45798,17596,0.01,11,6,6,6,45281472,0
Iran,1,0,1984,-6,0,0,1,Autocracy,2,784,20162342,335,93005,45798,17596,0.01,11,6,6,6,45281472,0
Iran,0,0,1984,-6,0,0,1,Autocracy,2,784,20162342,335,93005,45798,17596,0.01,11,6,6,6,45281472,0
Iran,1,0,1984,-6,0,0,1,Autocracy,2,784,20162342,335,93005,45798,17596,0.01,11,6,6,6,45281472,0
Iran,1,0,1984,-6,0,0,1,Autocracy,2,784,20162342,335,93005,45798,17596,0.01,11,6,6,6,45281472,0
Iraq,0,0,1981,-9,0,0,1,Autocracy,57,45,7958609,392,18606,13669,7691,0.01,8,6,7,6.5,13439680,0
Iraq,0,0,1981,-9,0,0,1,Autocracy,57,45,7958609,392,18606,13669,7691,0.01,8,6,7,6.5,13439680,0
Iraq,1,0,1982,-9,0,0,1,Autocracy,58,45,8043998,404,18297,14110,8312,0.01,8,6,7,6.5,13881800,0
Iraq,1,0,1982,-9,0,0,1,Autocracy,58,45,8043998,404,18297,14110,8312,0.01,8,6,7,6.5,13881800,0
Iraq,0,0,1982,-9,0,0,1,Autocracy,58,45,8043998,404,18297,14110,8312,0.01,8,6,7,6.5,13881800,0
Iraq,1,0,1984,-9,0,0,1,Autocracy,60,0,13831087,788,26632,15077,9707,0.01,8,6,7,6.5,14815040,0
Iraq,1,0,1984,-9,0,0,1,Autocracy,60,0,13831087,788,26632,15077,9707,0.01,8,6,7,6.5,14815040,0
Iraq,1,0,1984,-9,0,0,1,Autocracy,60,0,13831087,788,26632,15077,9707,0.01,8,6,7,6.5,14815040,0
Iraq,1,0,1984,-9,0,0,1,Autocracy,60,0,13831087,788,26632,15077,9707,0.01,8,6,7,6.5,14815040,0
Iraq,1,0,1984,-9,0,0,1,Autocracy,60,0,13831087,788,26632,15077,9707,0.01,8,6,7,6.5,14815040,0
Iraq,1,0,1984,-9,0,0,1,Autocracy,60,0,13831087,788,26632,15077,9707,0.01,8,6,7,6.5,14815040,0
Iraq,1,0,1984,-9,0,0,1,Autocracy,60,0,13831087,788,26632,15077,9707,0.01,8,6,7,6.5,14815040,0
Iraq,1,0,1984,-9,0,0,1,Autocracy,60,0,13831087,788,26632,15077,9707,0.01,8,6,7,6.5,14815040,0
Iraq,1,0,1984,-9,0,0,1,Autocracy,60,0,13831087,788,26632,15077,9707,0.01,8,6,7,6.5,14815040,0
Iraq,1,0,1983,-9,0,0,1,Autocracy,59,0,13992223,434,25130,14586,8982,0.01,8,6,7,6.5,14337870,0
Iraq,0,1,1995,-9,0,0,1,Autocracy,71,0,1250000,450,46976,20095,15130,0.01,8,7,7,7,20779000,0
Iraq,0,1,1997,-9,0,0,1,Autocracy,73,0,1250000,400,35375,21177,15862,0.01,8,7,7,7,21847000,0
Iraq,0,1,1997,-9,0,0,1,Autocracy,73,0,1250000,400,35375,21177,15862,0.01,8,7,7,7,21847000,0
Iraq,0,1,1996,-9,0,0,1,Autocracy,72,0,1277000,450,47238,20607,15492,0.01,8,7,7,7,21313000,0
Iraq,0,1,1996,-9,0,0,1,Autocracy,72,0,1277000,450,47238,20607,15492,0.01,8,7,7,7,21313000,0
Iraq,1,0,1996,-9,0,0,1,Autocracy,72,0,1277000,450,47238,20607,15492,0.01,8,7,7,7,21313000,0
Iraq,0,1,1996,-9,0,0,1,Autocracy,72,0,1277000,450,47238,20607,15492,0.01,8,7,7,7,21313000,0
Iraq,0,1,2001,-9,0,0,1,Autocracy,77,0,1372000,424,35934,23122,17553,0.01,8,7,7,7,23750180,0
Iraq,0,1,2000,-9,0,0,1,Autocracy,76,0,1400000,429,35961,23115,17085,0.01,8,7,7,7,23263840,0
Iraq,0,0,2000,-9,0,0,1,Autocracy,76,0,1400000,429,35961,23115,17085,0.01,8,7,7,7,23263840,0
Iraq,0,0,1999,-9,0,0,1,Autocracy,75,0,1500000,420,35989,22450,16629,0.01,8,7,7,7,22796510,0
Iraq,0,1,1999,-9,0,0,1,Autocracy,75,0,1500000,420,35989,22450,16629,0.01,8,7,7,7,22796510,0
Iraq,0,1,1999,-9,0,0,1,Autocracy,75,0,1500000,420,35989,22450,16629,0.01,8,7,7,7,22796510,0
Iraq,0,0,1999,-9,0,0,1,Autocracy,75,0,1500000,420,35989,22450,16629,0.01,8,7,7,7,22796510,0
Iraq,0,1,1992,-9,0,0,1,Autocracy,68,0,2500000,407,32595,18898,14016,0.01,8,7,7,7,19196960,0
Iraq,0,1,1992,-9,0,0,1,Autocracy,68,0,2500000,407,32595,18898,14016,0.01,8,7,7,7,19196960,0
Iraq,1,0,1992,-9,0,0,1,Autocracy,68,0,2500000,407,32595,18898,14016,0.01,8,7,7,7,19196960,0
Iraq,0,1,1993,-9,0,0,1,Autocracy,69,0,2600000,407,40154,19261,14392,0.01,8,7,7,7,19739090,0
Iraq,0,1,1993,-9,0,0,1,Autocracy,69,0,2600000,407,40154,19261,14392,0.01,8,7,7,7,19739090,0
Iraq,0,0,1994,-9,0,0,1,Autocracy,70,0,2748000,425,45505,19650,14777,0.01,8,7,7,7,20267090,0
Iraq,0,1,1994,-9,0,0,1,Autocracy,70,0,2748000,425,45505,19650,14777,0.01,8,7,7,7,20267090,0
Iraq,0,1,1994,-9,0,0,1,Autocracy,70,0,2748000,425,45505,19650,14777,0.01,8,7,7,7,20267090,0
Iraq,0,1,1980,-9,0,0,1,Autocracy,56,260,3386780,430,28896,13238,7117,0.01,8,7,7,7,13007000,0
Iraq,1,0,1990,-9,0,0,1,Autocracy,66,0,8610000,1390,37196,18078,13294,0.01,8,7,6,6.5,18078000,0
